date,rice_price,sugar_price,wheat_price,rainfall_mm,temp_c,month,year,wheat_price_lag1,wheat_price_lag2,wheat_price_lag4,rice_price_lag1,rice_price_lag2,rice_price_lag4,sugar_price_lag1,sugar_price_lag2,sugar_price_lag4,wheat_price_roll4,wheat_price_roll8,rice_price_roll4,rice_price_roll8,sugar_price_roll4,sugar_price_roll8,wheat_price_momentum,rice_price_momentum,sugar_price_momentum,rainfall_lag2,rainfall_lag4,is_summer,is_harvest,is_crushing
2019-09-01,81.57499999999999,74.755,40.715,35.3,30.49,9,2019,41.025000000000006,41.0,38.625,81.57499999999999,81.57499999999999,81.49,74.745,72.02,66.96000000000001,40.1625,39.334375,81.55375,81.356875,70.92875000000001,65.405,2.562500000000023,0.0,6.793827689669962,161.8,14.2,0,0,0
2019-10-01,81.57499999999999,73.805,40.715,21.3,25.17096774193548,10,2019,40.715,41.025000000000006,40.0,81.57499999999999,81.57499999999999,81.57499999999999,74.755,74.745,69.99,40.685,39.608125,81.57499999999999,81.40875,72.8775,67.934375,-0.6951219512195017,0.0,3.79755623437934,90.6,7.300000000000001,0,0,0
2019-11-01,81.315,72.92,40.465,33.3,19.191666666666663,11,2019,40.715,40.715,41.0,81.57499999999999,81.57499999999999,81.57499999999999,73.805,74.755,72.02,40.86375,39.869375,81.57499999999999,81.460625,73.83125,69.766875,-0.7556368068251107,0.0,-1.2576092046290732,35.3,161.8,0,0,1
2019-12-01,82.105,70.33,40.465,24.800000000000004,11.919354838709678,12,2019,40.465,40.715,41.025000000000006,81.315,81.57499999999999,81.57499999999999,72.92,73.805,74.745,40.730000000000004,40.10187500000001,81.50999999999999,81.47999999999999,74.05625,71.27000000000001,-0.6140243153628933,-0.31872509960158,-2.4546853053307394,21.3,90.6,0,0,1
2020-01-01,81.445,75.375,41.25,61.1,11.116129032258064,1,2020,40.465,40.465,40.715,82.105,81.315,81.57499999999999,70.33,72.92,74.755,40.59,40.37625,81.6425,81.598125,72.9525,71.940625,-0.6140243153628933,0.6497088568801823,-4.708353092608908,33.3,35.3,0,0,1
2020-02-01,81.445,80.255,40.25,28.4,15.763793103448275,2,2020,41.25,40.465,40.715,81.445,82.105,81.57499999999999,75.375,70.33,73.805,40.72375,40.704375,81.61,81.59249999999999,73.1075,72.99249999999999,1.9399481032991384,0.1598721023181371,3.366703236423474,24.800000000000004,21.3,0,0,1
2020-03-01,81.445,80.94999999999999,40.25,129.7,18.29516129032258,3,2020,40.25,41.25,40.465,81.445,81.445,81.315,80.255,75.375,72.92,40.6075,40.735625,81.5775,81.57625,74.72,74.27562499999999,-0.5313233658717498,-0.8038487302844066,14.112043224797377,61.1,33.3,0,0,0
2020-04-01,81.445,82.05,40.25,18.8,24.96333333333333,4,2020,40.25,40.25,40.465,81.445,81.445,82.105,80.94999999999999,80.255,70.33,40.55375,40.641875,81.61,81.55999999999999,76.72749999999999,75.391875,-2.4242424242424288,0.0,7.396351575456039,28.4,24.800000000000004,0,1,0
2020-05-01,81.57499999999999,82.08500000000001,40.375,18.9,30.533870967741933,5,2020,40.25,40.25,41.25,81.445,81.445,81.445,82.05,80.94999999999999,75.375,40.5,40.545,81.445,81.54375,79.6575,76.30499999999999,0.0,0.0,2.23662077129152,129.7,61.1,1,1,0
2020-06-01,83.10499999999999,80.47,49.595,18.1,32.708333333333336,6,2020,40.375,40.25,40.25,81.57499999999999,81.445,81.445,82.08500000000001,82.05,80.255,40.28125,40.5025,81.47749999999999,81.54374999999999,81.335,77.22125,0.31055900621117516,0.15961691939345712,1.4021000617665536,18.8,28.4,1,0,0
